itemId,chunkFile,chunkIndex,clinical_focus,rationaleSource,rationaleInjected,rationaleTopicSnippet,exactIdMatch,placeholderBefore
nexus_clinical_judgment_1776516472566_275_aven,data-bank/questions/q-chunk-057.json,33,Trauma / Multiple Injuries,PRESERVED_EXISTING_FINAL,false,"Option B is a proactive, patient-centered approach to manage",true,false
nexus_gen_evaluate_outcomes_1776452153725_45_eewi1,data-bank/questions/q-chunk-057.json,34,Sickle Cell Crisis,PRESERVED_EXISTING_FINAL,false,Normal urine specific gravity suggests good hydration and re,true,false
nexus_gen_evaluate_outcomes_1776452726183_169_f3gcq,data-bank/questions/q-chunk-057.json,35,Surgical Site Infection / Wound Infection,PRESERVED_EXISTING_FINAL,false,Obtaining a wound culture directly addresses the suspected i,true,false
nexus_gen_evaluate_outcomes_1776452727598_299_668nx,data-bank/questions/q-chunk-057.json,40,Total Knee Replacement,PRESERVED_EXISTING_FINAL,false,Assessing for neurovascular compromise is crucial in post-op,true,false
nexus_gen_evaluate_outcomes_1776452730653_359_86qki,data-bank/questions/q-chunk-057.json,41,Burns,PRESERVED_EXISTING_FINAL,false,Absence of infection signs is a direct measure of successful,true,false
nexus_clinical_judgment_1776516386646_188_mrnc,data-bank/questions/q-chunk-057.json,45,Meningitis (Adult),PRESERVED_EXISTING_FINAL,false,Option B addresses immediate physical discomfort and immobil,true,false
nexus_gen_evaluate_outcomes_1776452723205_118_7z18d,data-bank/questions/q-chunk-057.json,49,Postoperative Pain / Complication Evaluation,PRESERVED_EXISTING_FINAL,false,"Independent mobility is a positive outcome, indicating reduc",true,false
nexus_clinical_judgment_1776515945445_311_bzbj,data-bank/questions/q-chunk-058.json,0,Anaphylaxis,PRESERVED_EXISTING_FINAL,false,Option B addresses immediate assessment of a critical change,true,false
nexus_clinical_judgment_1776515975197_349_hgda,data-bank/questions/q-chunk-058.json,1,Deep Vein Thrombosis / PE,PRESERVED_EXISTING_FINAL,false,Option B directly addresses acute pain using available PRN o,true,false
nexus_clinical_judgment_1776516192696_586_plyq,data-bank/questions/q-chunk-058.json,5,Stroke / CVA,PRESERVED_EXISTING_FINAL,false,Notifying the provider is crucial for safe opioid management,true,false
nexus_clinical_judgment_1776516515480_314_exgg,data-bank/questions/q-chunk-058.json,7,Acute Kidney Injury (AKI),PRESERVED_EXISTING_FINAL,false,Option B addresses comfort and environmental factors first. ,true,false
nexus_clinical_judgment_1776516577392_375_hjlj,data-bank/questions/q-chunk-058.json,11,Post-op Hip Replacement,PRESERVED_EXISTING_FINAL,false,B is best. A: Pain low. C: Future care. D: Delays action. Am,true,false
nexus_clinical_judgment_1776516583639_384_nmve,data-bank/questions/q-chunk-058.json,12,Chronic Kidney Disease,PRESERVED_EXISTING_FINAL,false,B addresses safe ambulation/toileting. A delays care. C less,true,false
nexus_clinical_judgment_1776515740097_98_ogcu,data-bank/questions/q-chunk-058.json,20,Sickle Cell Crisis,PRESERVED_EXISTING_FINAL,false,"A, C are interventions; D is documentation. B is crucial ass",true,false
nexus_gen_evaluate_outcomes_1776452730219_333_1m8rs,data-bank/questions/q-chunk-058.json,24,HIV / AIDS Complications,PRESERVED_EXISTING_FINAL,false,"Soft, non-tender calves rule out DVT, indicating effective D",true,false
nexus_gen_generate_solutions_1776452476857_53_02ogk,data-bank/questions/q-chunk-058.json,25,Surgical Site Infection / Wound Infection,PRESERVED_EXISTING_FINAL,false,"Elevating the leg reduces swelling, notifying the surgeon en",true,false
nexus_clinical_judgment_1776516376253_173_lwaa,data-bank/questions/q-chunk-058.json,31,Burns,PRESERVED_EXISTING_FINAL,false,"Option B directly addresses pain using PCA. A, C, D are less",true,false
nexus_clinical_judgment_1776516294417_93_jizq,data-bank/questions/q-chunk-058.json,32,Sickle Cell Crisis,PRESERVED_EXISTING_FINAL,false,Option B prevents infection. A reverses direction. C inappro,true,false
nexus_clinical_judgment_1776516214019_16_cfxj,data-bank/questions/q-chunk-058.json,39,Spinal Cord Injury,PRESERVED_EXISTING_FINAL,false,A is unsafe. C is premature without assessment. D is not the,true,false
nexus_gen_evaluate_outcomes_1776451933621_67_5bnhw,data-bank/questions/q-chunk-058.json,41,Pneumonia,PRESERVED_EXISTING_FINAL,false,Absence of a hematoma at the femoral access site indicates e,true,false
nexus_gen_evaluate_outcomes_1776452153794_21_emk68,data-bank/questions/q-chunk-058.json,43,Spinal Cord Injury,PRESERVED_EXISTING_FINAL,false,"Passing flatus is objective evidence of peristalsis, signali",true,false
nexus_gen_generate_solutions_1776452473134_24_mrq4g,data-bank/questions/q-chunk-058.json,45,Surgical Site Infection / Wound Infection,PRESERVED_EXISTING_FINAL,false,Notifying the provider is crucial for diagnosis and treatmen,true,false
nexus_gen_generate_solutions_1776452480277_201_wvgz4,data-bank/questions/q-chunk-058.json,46,Surgical Site Infection / Wound Infection,PRESERVED_EXISTING_FINAL,false,"Covering the wound with sterile, moist gauze protects expose",true,false
nexus_gen_generate_solutions_1776452480731_252_w30f7,data-bank/questions/q-chunk-058.json,47,Pancreatitis,PRESERVED_EXISTING_FINAL,false,"Dusky, purple stoma signals impaired circulation, which is a",true,false
ai_calcul_79015ddc,data-bank/questions/q-chunk-058.json,48,Postoperative Pain / Complication Evaluation,PRESERVED_EXISTING_FINAL,false,The correct drip rate is calculated by converting the infusi,true,false
nexus_gen_evaluate_outcomes_1776453022960_330_7qzkg,data-bank/questions/q-chunk-059.json,1,Postoperative Pain / Complication Evaluation,PRESERVED_EXISTING_FINAL,false,Re-evaluating pain helps determine if the current regimen is,true,false
nexus_multip_h_69c1,data-bank/questions/q-chunk-059.json,6,Hypertensive Crisis,PRESERVED_EXISTING_FINAL,false,"In a hypertensive emergency, the primary goal is to rapidly ",true,false
nexus_multip_new_6ba1,data-bank/questions/q-chunk-059.json,10,New Onset Atrial Fibrillation with Rapid Ventricular Response (AFib w/ RVR),PRESERVED_EXISTING_FINAL,false,In a client with new onset atrial fibrillation with rapid ve,true,false
nexus_generate_solutions_1776514520449_105_yirf,data-bank/questions/q-chunk-059.json,13,Parkinson's Disease,PRESERVED_EXISTING_FINAL,false,"A: Important, but rehydration is more urgent. B: Correct, ad",true,false
nexus_generate_solutions_1776514723707_308_qmbl,data-bank/questions/q-chunk-059.json,15,COPD Exacerbation,PRESERVED_EXISTING_FINAL,false,"Option B addresses immediate priorities: pain, pancreatic re",true,false
nexus_analyze_cues_1776514885815_83_ktfl,data-bank/questions/q-chunk-059.json,16,Bowel Obstruction,PRESERVED_EXISTING_FINAL,false,Option B directly treats hypovolemia indicated by multiple c,true,false
nexus_multip_new_64ed,data-bank/questions/q-chunk-059.json,18,Acute Ischemic Stroke (CVA),PRESERVED_EXISTING_FINAL,false,"In a suspected acute ischemic stroke, 'time is brain,' and r",true,false
nexus_clinical_judgment_1776516228121_32_soca,data-bank/questions/q-chunk-059.json,19,Increased ICP / Head Injury,PRESERVED_EXISTING_FINAL,false,Option B directly addresses pressure injury prevention. Othe,true,false
nexus_gen_evaluate_outcomes_1776452722795_89_knal7,data-bank/questions/q-chunk-059.json,20,Postoperative Pain / Complication Evaluation,PRESERVED_EXISTING_FINAL,false,Re-assessing pain and considering adjunct therapies is the p,true,false
nexus_multip_new_0237,data-bank/questions/q-chunk-059.json,21,Acute Decompensated Heart Failure (ADHF),PRESERVED_EXISTING_FINAL,false,Acute decompensated heart failure results from the heart's i,true,false
nexus_clinical_judgment_1776516587637_388_lpmk,data-bank/questions/q-chunk-059.json,22,Bipolar Disorder,PRESERVED_EXISTING_FINAL,false,Option B directly addresses pain. Others are inappropriate o,true,false
nexus_gen_evaluate_outcomes_1776453305601_74_5wzmo,data-bank/questions/q-chunk-059.json,26,Acute Kidney Injury (AKI),PRESERVED_EXISTING_FINAL,false,Low urine output warrants immediate assessment for dehydrati,true,false
nexus_gen_evaluate_outcomes_1776453302044_115_3l4b4,data-bank/questions/q-chunk-059.json,27,Renal / Fluid-Electrolyte Balance,PRESERVED_EXISTING_FINAL,false,Urine output below 30 mL/hr is a critical indicator of inade,true,false
nexus_multip_new_c73a,data-bank/questions/q-chunk-059.json,33,Acute Decompensated Heart Failure (ADHF),PRESERVED_EXISTING_FINAL,false,The patient's SpO2 of 88% on room air and respiratory rate o,true,false
nexus_multip_new_49c6,data-bank/questions/q-chunk-059.json,37,Acute Myocardial Infarction (AMI),PRESERVED_EXISTING_FINAL,false,The patient is experiencing an acute ST-segment elevation my,true,false
nexus_clinical_judgment_1776516121812_501_ddyt,data-bank/questions/q-chunk-059.json,45,Spinal Cord Injury,PRESERVED_EXISTING_FINAL,false,"B addresses immediate needs. A, C, D are important but not p",true,false
nexus_gen_evaluate_outcomes_1776452154002_7_i16z9,data-bank/questions/q-chunk-059.json,48,Renal / Fluid-Electrolyte Balance,PRESERVED_EXISTING_FINAL,false,"Option B represents the most balanced I&O, indicating a posi",true,false
nexus_gen_recognize_cues_1776452536288_1_djddh,data-bank/questions/q-chunk-059.json,49,Postoperative Pain / Complication Evaluation,PRESERVED_EXISTING_FINAL,false,"A diminished pulse suggests impaired blood flow, a critical ",true,false
nexus_gen_evaluate_outcomes_1776451933757_60_owgse,data-bank/questions/q-chunk-060.json,0,Renal / Fluid-Electrolyte Balance,PRESERVED_EXISTING_FINAL,false,"Normal BUN indicates healthy kidney function, reflecting ade",true,false
nexus_clinical_judgment_1776516616703_417_taau,data-bank/questions/q-chunk-060.json,8,Wound Infection,PRESERVED_EXISTING_FINAL,false,"{'A': ""Deep breathing helps but won't relieve 6/10 pain."", '",true,false
nexus_clinical_judgment_1776516366205_166_jrwv,data-bank/questions/q-chunk-060.json,13,Multiple Sclerosis,PRESERVED_EXISTING_FINAL,false,A: Pain is moderate; ambulation is higher priority now. B: C,true,false
nexus_gen_evaluate_outcomes_1776453022767_322_1od0y,data-bank/questions/q-chunk-060.json,14,Bipolar Disorder,PRESERVED_EXISTING_FINAL,false,Pain reduction to 2/10 combined with functional activity (an,true,false
nexus_clinical_judgment_1776516419706_217_blgk,data-bank/questions/q-chunk-060.json,15,COPD Exacerbation,PRESERVED_EXISTING_FINAL,false,"Option B promotes mobility, preventing complications. A rest",true,false
nexus_gen_evaluate_outcomes_1776451938681_192_ipqsw,data-bank/questions/q-chunk-060.json,16,Renal / Fluid-Electrolyte Balance,PRESERVED_EXISTING_FINAL,false,Normal serum creatinine reflects adequate kidney perfusion a,true,false
nexus_gen_recognize_cues_1776452540205_113_r81k4,data-bank/questions/q-chunk-060.json,17,Increased ICP / Head Injury,PRESERVED_EXISTING_FINAL,false,An intake of 3000 mL and output of 800 mL in 24 hours indica,true,false
nexus_clinical_judgment_1776515857733_229_slpq,data-bank/questions/q-chunk-060.json,29,Heart Failure / Fluid Volume Excess,PRESERVED_EXISTING_FINAL,false,Option B directly addresses critical self-care to prevent ex,true,false
nexus_gen_evaluate_outcomes_1776452160871_234_pw824,data-bank/questions/q-chunk-060.json,30,Wound Infection,PRESERVED_EXISTING_FINAL,false,Low urine output (20 mL/hr) is a critical indicator of inade,true,false
nexus_clinical_judgment_1776516216587_11_owwd,data-bank/questions/q-chunk-060.json,31,Increased ICP / Head Injury,PRESERVED_EXISTING_FINAL,false,"A: Premature. B: Best: comfort, hygiene. C: Important, but n",true,false
nexus_gen_evaluate_outcomes_1776451933706_52_1q6kt,data-bank/questions/q-chunk-060.json,32,Renal / Fluid-Electrolyte Balance,PRESERVED_EXISTING_FINAL,false,Normal serum creatinine directly indicates healthy kidney fu,true,false
nexus_clinical_judgment_1776516229955_30_mlbz,data-bank/questions/q-chunk-060.json,33,Post-op Hip Replacement,PRESERVED_EXISTING_FINAL,false,"Option B balances assistance with patient autonomy, crucial ",true,false
nexus_clinical_judgment_1776516236437_38_rzye,data-bank/questions/q-chunk-060.json,34,Thyroid Storm,PRESERVED_EXISTING_FINAL,false,"A: Too passive. B: Correct, promotes autonomy. C: Restricts ",true,false
nexus_clinical_judgment_1776516646829_453_igjz,data-bank/questions/q-chunk-060.json,35,Liver Failure / Cirrhosis,PRESERVED_EXISTING_FINAL,false,"Option B directly addresses pressure relief, a primary preve",true,false
nexus_gen_recognize_cues_1776452544468_203_o6vnj,data-bank/questions/q-chunk-060.json,36,Postoperative Pain / Complication Evaluation,PRESERVED_EXISTING_FINAL,false,"Absent bowel sounds directly indicate lack of peristalsis, a",true,false
nexus_clinical_judgment_1776515760704_121_ivmd,data-bank/questions/q-chunk-060.json,37,Pneumonia,PRESERVED_EXISTING_FINAL,false,"Option B addresses potential emergency. A, C, D important bu",true,false
nexus_clinical_judgment_1776516241216_39_hlzu,data-bank/questions/q-chunk-060.json,38,Meningitis (Adult),PRESERVED_EXISTING_FINAL,false,"Option B outlines essential steps for safe, respectful, and ",true,false
nexus_gen_evaluate_outcomes_1776451941507_288_c8he2,data-bank/questions/q-chunk-060.json,41,Renal / Fluid-Electrolyte Balance,PRESERVED_EXISTING_FINAL,false,Normal serum creatinine reflects adequate kidney perfusion a,true,false
nexus_clinical_judgment_1776516273188_71_gkxe,data-bank/questions/q-chunk-060.json,42,Acute Kidney Injury (AKI),PRESERVED_EXISTING_FINAL,false,"A: Pain useful, not first. B: Assessment crucial for safety.",true,false
nexus_clinical_judgment_1776516283817_87_gzgw,data-bank/questions/q-chunk-060.json,43,Post-op Hip Replacement,PRESERVED_EXISTING_FINAL,false,"Option B addresses pain and promotes mobility, crucial for r",true,false
nexus_clinical_judgment_1776516302396_108_pful,data-bank/questions/q-chunk-060.json,46,Stroke / CVA,PRESERVED_EXISTING_FINAL,false,Option B balances assistance with promoting independence and,true,false
nexus_clinical_judgment_1776516309899_103_bwqa,data-bank/questions/q-chunk-060.json,49,Parkinson's Disease,PRESERVED_EXISTING_FINAL,false,"A: Bedpan doesn't promote ambulation. B: Promotes mobility, ",true,false
nexus_clinical_judgment_1776516312384_112_zltl,data-bank/questions/q-chunk-061.json,0,Increased ICP / Head Injury,PRESERVED_EXISTING_FINAL,false,"Option B balances assistance with patient effort, promoting ",true,false
nexus_clinical_judgment_1776516320643_113_cbps,data-bank/questions/q-chunk-061.json,1,Total Knee Replacement,PRESERVED_EXISTING_FINAL,false,A. Ambulation to bathroom might be too much exertion for wea,true,false
nexus_clinical_judgment_1776516346575_144_kivm,data-bank/questions/q-chunk-061.json,4,Bipolar Disorder,PRESERVED_EXISTING_FINAL,false,"Option B directly reduces pressure. A, C, D are harmful or i",true,false
nexus_clinical_judgment_1776516348515_143_poze,data-bank/questions/q-chunk-061.json,5,Medication Error / Overdose,PRESERVED_EXISTING_FINAL,false,"A: Pain 3/10, managed. Repositioning directly addresses immo",true,false
nexus_bow_new_70e8,data-bank/questions/q-chunk-061.json,6,Acute Decompensated Heart Failure (ADHF) with Pulmonary Edema,PRESERVED_EXISTING_FINAL,false,"Acute pulmonary edema, a severe manifestation of acute decom",true,false
nexus_gen_evaluate_outcomes_1776453481837_104_fiitr,data-bank/questions/q-chunk-061.json,9,Parkinson's Disease,PRESERVED_EXISTING_FINAL,false,A client's self-report of pain is the most reliable measure ,true,false
nexus_clinical_judgment_1776516377917_172_hiob,data-bank/questions/q-chunk-061.json,12,Deep Vein Thrombosis / PE,PRESERVED_EXISTING_FINAL,false,"Option B directly addresses basic care, safety, and comfort ",true,false
nexus_analyze_cues_1776514840935_38_guhh,data-bank/questions/q-chunk-061.json,13,Medication Error / Overdose,PRESERVED_EXISTING_FINAL,false,"B is priority assessment. A, C, D are interventions requirin",true,false
nexus_clinical_judgment_1776516133769_508_zzkc,data-bank/questions/q-chunk-061.json,14,Bipolar Disorder,PRESERVED_EXISTING_FINAL,false,"A is stable,needs teaching.C received meds,pain may reduce.D",true,false
nexus_gen_evaluate_outcomes_1776452730422_346_ydlnl,data-bank/questions/q-chunk-061.json,16,Postoperative Pain / Complication Evaluation,PRESERVED_EXISTING_FINAL,false,"Option B indicates hip dislocation, a critical complication ",true,false
nexus_generate_solutions_1776514625441_203_qtoj,data-bank/questions/q-chunk-061.json,17,Chronic Kidney Disease,PRESERVED_EXISTING_FINAL,false,A: More opioid worsens depression. B: Correct. Naloxone reve,true,false
nexus_clinical_judgment_1776516441636_241_jllq,data-bank/questions/q-chunk-061.json,18,Post-op Cholecystectomy,PRESERVED_EXISTING_FINAL,false,"Option B provides safe, proactive, dignified toileting. It p",true,false
nexus_clinical_judgment_1776516443620_242_abpt,data-bank/questions/q-chunk-061.json,20,Transfusion Reaction,PRESERVED_EXISTING_FINAL,false,Option B directly addresses the patient's stated need for as,true,false
nexus_clinical_judgment_1776516672524_478_tall,data-bank/questions/q-chunk-061.json,21,Trauma / Multiple Injuries,PRESERVED_EXISTING_FINAL,false,Option B is best. A delegates without assessment. C/D delay ,true,false
nexus_clinical_judgment_1776516496861_296_yqow,data-bank/questions/q-chunk-061.json,23,COPD Exacerbation,PRESERVED_EXISTING_FINAL,false,"Option B addresses comfort, safety, and prevents immobility ",true,false
nexus_gen_analyze_cues_1776452635023_58_d8ci7,data-bank/questions/q-chunk-061.json,24,Postoperative Pain / Complication Evaluation,PRESERVED_EXISTING_FINAL,false,"To analyze cues, the nurse must complete the physical assess",true,false
nexus_gen_generate_solutions_1776452480229_206_qffoq,data-bank/questions/q-chunk-061.json,27,Thyroid Storm,PRESERVED_EXISTING_FINAL,false,Notifying the provider is crucial for prompt diagnosis and t,true,false
eec7d863-b57f-49f0-b0ba-dad3f3d4b3e3,data-bank/questions/q-chunk-061.json,36,Postoperative Pain / Complication Evaluation,PRESERVED_EXISTING_FINAL,false,"Improved oxygenation, reduced work of breathing, and improve",true,false
a43b1aa2-1170-4bad-8d22-f1cfa88e7d9b,data-bank/questions/q-chunk-061.json,37,Postoperative Pain / Complication Evaluation,PRESERVED_EXISTING_FINAL,false,An improvement or therapeutic response in COPD exacerbation ,true,false
nexus_clinical_judgment_1776516008386_388_seab,data-bank/questions/q-chunk-061.json,41,Multiple Sclerosis,PRESERVED_EXISTING_FINAL,false,Option B addresses a potential life-threatening electrolyte ,true,false
nexus_clinical_judgment_1776516273364_75_mips,data-bank/questions/q-chunk-061.json,43,Sickle Cell Crisis,PRESERVED_EXISTING_FINAL,false,Option B is proactive and safe. A and D are unsafe. C is rea,true,false
nexus_gen_evaluate_outcomes_1776453012290_28_o6onl,data-bank/questions/q-chunk-061.json,47,Total Knee Replacement,PRESERVED_EXISTING_FINAL,false,Observing ambulation directly assesses functional outcomes r,true,false
nexus_gen_evaluate_outcomes_1776452730473_343_qx25l,data-bank/questions/q-chunk-062.json,2,Renal / Fluid-Electrolyte Balance,PRESERVED_EXISTING_FINAL,false,"Option B shows a negative fluid balance, indicating possible",true,false
nexus_gen_evaluate_outcomes_1776452730395_352_uysug,data-bank/questions/q-chunk-062.json,3,Medication Error / Overdose,PRESERVED_EXISTING_FINAL,false,"Safe ambulation is key for discharge after hip surgery, prev",true,false
nexus_gen_evaluate_outcomes_1776452730889_391_heuyl,data-bank/questions/q-chunk-062.json,6,Medication Error / Overdose,PRESERVED_EXISTING_FINAL,false,"A pain rating of 3/10 indicates significant pain reduction, ",true,false
nexus_gen_evaluate_outcomes_1776452731262_396_ehe9q,data-bank/questions/q-chunk-062.json,7,Postoperative Pain / Complication Evaluation,PRESERVED_EXISTING_FINAL,false,Absent bowel sounds with distension indicate a severe issue ,true,false
nexus_clinical_judgment_1776516073870_455_lvzs,data-bank/questions/q-chunk-062.json,9,Wound Infection,PRESERVED_EXISTING_FINAL,false,"Holistic assessment identifies potential causes (pain, meds)",true,false
nexus_clinical_judgment_1776515796099_159_okfo,data-bank/questions/q-chunk-062.json,10,Bowel Obstruction,PRESERVED_EXISTING_FINAL,false,"Option B ensures critical support and follow-up, addressing ",true,false
nexus_clinical_judgment_1776516216099_18_aahx,data-bank/questions/q-chunk-062.json,14,Bipolar Disorder,PRESERVED_EXISTING_FINAL,false,"Option B provides safe, effective hygiene. A and D are unsaf",true,false
nexus_clinical_judgment_1776515798082_160_kwwy,data-bank/questions/q-chunk-062.json,16,Increased ICP / Head Injury,PRESERVED_EXISTING_FINAL,false,A: Discharge teaching can wait; client is stable. B: Post-op,true,false
nexus_gen_evaluate_outcomes_1776453175035_277_n4f13,data-bank/questions/q-chunk-062.json,17,Renal / Fluid-Electrolyte Balance,PRESERVED_EXISTING_FINAL,false,Urine output of 30 mL/hr for 4 hours is borderline and conce,true,false
nexus_clinical_judgment_1776515801446_168_arhx,data-bank/questions/q-chunk-062.json,19,Transfusion Reaction,PRESERVED_EXISTING_FINAL,false,"Option B emphasizes assessment, crucial in pain management. ",true,false
nexus_clinical_judgment_1776515817803_188_vadz,data-bank/questions/q-chunk-062.json,20,Chronic Kidney Disease,PRESERVED_EXISTING_FINAL,false,Option B addresses a critical post-op complication. Others a,true,false
nexus_clinical_judgment_1776515849983_220_hloq,data-bank/questions/q-chunk-062.json,23,Acute Kidney Injury (AKI),PRESERVED_EXISTING_FINAL,false,Option B addresses patient's need and is appropriate for sta,true,false
nexus_clinical_judgment_1776515861103_230_enoy,data-bank/questions/q-chunk-062.json,28,Post-op Hip Replacement,PRESERVED_EXISTING_FINAL,false,A is appropriate delegation. B addresses pain (3/10) but not,true,false
nexus_clinical_judgment_1776515893736_266_vujb,data-bank/questions/q-chunk-062.json,30,Thyroid Storm,PRESERVED_EXISTING_FINAL,false,Option B is priority to gather more data before further inte,true,false
nexus_clinical_judgment_1776515961979_331_absr,data-bank/questions/q-chunk-062.json,37,Thyroid Storm,PRESERVED_EXISTING_FINAL,false,A is insufficient. C is premature. D could be unsafe without,true,false
nexus_clinical_judgment_1776515970828_340_umap,data-bank/questions/q-chunk-062.json,39,Bowel Obstruction,PRESERVED_EXISTING_FINAL,false,A: RN teaches. B: LPN administers meds. C: RN assesses. D: U,true,false
nexus_clinical_judgment_1776515976986_355_lvhg,data-bank/questions/q-chunk-062.json,40,Thyroid Storm,PRESERVED_EXISTING_FINAL,false,Option B addresses the most critical patient first. Other op,true,false
nexus_generate_solutions_1776514560256_143_kjoq,data-bank/questions/q-chunk-062.json,41,Acute Coronary Syndrome / MI,PRESERVED_EXISTING_FINAL,false,A delays care. C/D are supportive but insufficient for 8/10 ,true,false
nexus_clinical_judgment_1776516012096_385_obkz,data-bank/questions/q-chunk-062.json,44,Acute Kidney Injury (AKI),PRESERVED_EXISTING_FINAL,false,A: Oral meds are slower; IV is better for acute symptoms. B:,true,false
nexus_multip_priority_c6e1,data-bank/questions/q-chunk-062.json,48,Intussusception with suspected bowel perforation,PRESERVED_EXISTING_FINAL,false,"The sudden onset of lethargy, a rigid and distended abdomen,",true,false
nexus_multip_new_fa1f,data-bank/questions/q-chunk-062.json,49,Acute Decompensated Heart Failure (ADHF),PRESERVED_EXISTING_FINAL,false,Acute decompensated heart failure (ADHF) is characterized by,true,false
nexus_multip_new_093c,data-bank/questions/q-chunk-063.json,3,Acute Coronary Syndrome / MI,PRESERVED_EXISTING_FINAL,false,The most critical cues indicating an acute cardiac event are,true,false
nexus_clinical_judgment_1776515783708_148_alil,data-bank/questions/q-chunk-063.json,4,Burns,PRESERVED_EXISTING_FINAL,false,"A, C, D require nursing judgment or sterile technique, not f",true,false
nexus_multip_new_e1cb,data-bank/questions/q-chunk-063.json,6,Acute Decompensated Heart Failure (ADHF) with Pulmonary Edema,PRESERVED_EXISTING_FINAL,false,Acute pulmonary edema is a medical emergency characterized b,true,false
nexus_gen_evaluate_outcomes_1776451937371_133_4ukdk,data-bank/questions/q-chunk-063.json,8,Renal / Fluid-Electrolyte Balance,PRESERVED_EXISTING_FINAL,false,"Option B represents an adequate urine output, indicating eff",true,false
b62545e8-26f1-46ea-81fa-471cd4a5a330,data-bank/questions/q-chunk-063.json,10,Heart Failure / Fluid Volume Excess,INJECTED,true,Concentrated potassium chloride (KCl) administered intraveno,true,true
nexus_generate_solutions_1776514668021_250_ktuh,data-bank/questions/q-chunk-063.json,11,Post-op Hip Replacement,PRESERVED_EXISTING_FINAL,false,Oral meds ineffective. Correct: Addresses fluid deficit. Pre,true,false
nexus_gen_evaluate_outcomes_1776453171324_184_xqsyp,data-bank/questions/q-chunk-063.json,12,Wound Infection,PRESERVED_EXISTING_FINAL,false,Low urine output and decreased skin turgor indicate hypovole,true,false
nexus_multip_new_1844,data-bank/questions/q-chunk-063.json,14,New Onset Sepsis,PRESERVED_EXISTING_FINAL,false,The client's presentation includes several critical cues ind,true,false
nexus_multip_new_3268,data-bank/questions/q-chunk-063.json,15,Acute Myocardial Infarction (AMI),PRESERVED_EXISTING_FINAL,false,"In a client suspected of AMI, recognizing critical cues is p",true,false
nexus_generate_solutions_1776514658903_241_wsvo,data-bank/questions/q-chunk-063.json,16,Total Knee Replacement,PRESERVED_EXISTING_FINAL,false,Option B addresses immediate need for intervention and invol,true,false
89bf60d5-2f40-43ca-8f50-ceb106652350,data-bank/questions/q-chunk-063.json,18,Postoperative Pain / Complication Evaluation,INJECTED,true,Urine output of 60 mL over 4 hours (15 mL/hr) indicates seve,true,true
nexus_clinical_judgment_1776515959126_330_dmxk,data-bank/questions/q-chunk-063.json,19,Acute Coronary Syndrome / MI,PRESERVED_EXISTING_FINAL,false,"B is priority; prevents infection. A, C, D are important but",true,false
nexus_clinical_judgment_1776515785293_151_xmga,data-bank/questions/q-chunk-063.json,20,Increased ICP / Head Injury,PRESERVED_EXISTING_FINAL,false,"Option B is appropriate delegation. Options A, C, D exceed U",true,false
nexus_gen_evaluate_outcomes_1776452154001_157_36wsc,data-bank/questions/q-chunk-063.json,21,Postoperative Pain / Complication Evaluation,PRESERVED_EXISTING_FINAL,false,Independent ambulation is a key indicator of recovery and ab,true,false
nexus_clinical_judgment_1776516508506_312_dqdn,data-bank/questions/q-chunk-063.json,22,Bowel Obstruction,PRESERVED_EXISTING_FINAL,false,The correct response is supported by the client’s Bowel Obst,true,false
5107fc5b-d876-4a07-829e-35c716ef122b,data-bank/questions/q-chunk-063.json,25,Postoperative Pain / Complication Evaluation,INJECTED,true,"Digoxin has a narrow therapeutic index, and its toxicity can",true,true
nexus_clinical_judgment_1776516339785_139_pkbs,data-bank/questions/q-chunk-063.json,29,Acute Coronary Syndrome / MI,PRESERVED_EXISTING_FINAL,false,"Option B promotes gentle cleansing, crucial for delicate per",true,false
nexus_gen_evaluate_outcomes_1776452722977_86_9nidm,data-bank/questions/q-chunk-063.json,30,Bowel Obstruction,PRESERVED_EXISTING_FINAL,false,"Voiding 50 mL in 4 hours is < 30 mL/hr, indicating urinary r",true,false
nexus_clinical_judgment_1776516214243_15_iqfw,data-bank/questions/q-chunk-063.json,33,Multiple Sclerosis,PRESERVED_EXISTING_FINAL,false,Option B ensures patient safety and promotes gradual mobilit,true,false
nexus_analyze_cues_1776514962910_168_tzrd,data-bank/questions/q-chunk-063.json,34,Burns,PRESERVED_EXISTING_FINAL,false,Option B addresses the need to identify the pathogen causing,true,false
nexus_generate_solutions_1776514553833_136_xduv,data-bank/questions/q-chunk-063.json,35,Sickle Cell Crisis,PRESERVED_EXISTING_FINAL,false,"A: Addresses anxiety, not primary hypoxia. B: Correct. Impro",true,false
nexus_gen_evaluate_outcomes_1776452719604_187_e50b9,data-bank/questions/q-chunk-063.json,36,Sickle Cell Crisis,PRESERVED_EXISTING_FINAL,false,"Ambulation is a key post-operative goal, indicating effectiv",true,false
nexus_gen_evaluate_outcomes_1776452730237_320_d5309,data-bank/questions/q-chunk-063.json,38,Major Depressive Disorder,PRESERVED_EXISTING_FINAL,false,"An incision without redness, swelling, or drainage directly ",true,false
nexus_clinical_judgment_1776515648709_5_dxzf,data-bank/questions/q-chunk-063.json,43,Stroke / CVA,PRESERVED_EXISTING_FINAL,false,"Naloxone reverses opioid effects, making it the priority int",true,false
